Thread ID,Text
1903450872,"Hi Johan, can you tell me more about the parking, what is the cost per day and where is it located. I am looking at checking in around 11-12pm on the 20th- i am just confirming that check in at that timeslot will be ok and is it relatively safe to drive to the building from the airport at that time? Kind Regards Driving from the airport is perfect. Morning Prindel, we can arrange early checkin if the apartment is open from the prior eve, so no cleaning is required. Parking is R135 per night, there is alternative parking for R75 pd through the Parket app... It's is very safe.."
1903480204,Hello Johan Im looking forward to staying at your place All good. See you then...
1903586936,"Hi Sesi, your review score is unfortunately below the required 4/5 for accepting your visit. Once your score meets our house rules we would be happy to accommodate your travel requirements! Best of luck. Johan. I’m traveling from joburg to Cape Town for a meeting. Unfortunately Sesi's review score is below our house rules minimum limit."
1904360781,"Confirmed, than you for your booking! Hi Johan, I’ll be visiting on Saturday! Dear Ethan, You are scheduled for check-out at 11:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Dear Ethan, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Baracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks require a secutiy deposit upon check-in. Trip Summary: Check-in: Aug 17, 2024 at 15h00. Check-out: Aug 18, 2024 by 10h00. Wi-Fi details: 400, Barracks112023 Safe travels, Johan. we will be out at 11:00, thanks Cool, let me quickly verify that apartment. 1 sec.... awesome, thank you johan"
1904421155,"Hi Julie, all good this side, booking confirmed. Please advise if you require any further info. Keep well, Johan. Dear Julie, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Baracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks require a secutiy deposit upon check-in. Trip Summary: Check-in: Aug 15, 2024 at 15h00. Check-out: Sep 14, 2024 by 10h00. Wi-Fi details: 517, Barracks112023 Safe travels, Johan. Hi Julie, it's R1000, but I'll see if I can get it waived, I'll keep you posted.... Johan. Fabulous thanks! Hi Julie, there is parking but it is charged at R135 per day. 3 blocks away is the picbel parkade in Strand St that she can access for R75 per night with the Parket app. Please advise, Johan. Thanks so much Johan! However, the clients need the services and if the booking process is easy, then no problem. This one was easy thanks for that! Otherwise we use booking.com. Thanks Johan. Just to confirm, there is a fully equipped kitchen? Dear Julie, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Thanks..for the parking in the building, should the client opt for that, can we book it via you or how? No never looked at hotelplanner.com but will explore. Air conditioning Coffee Cooking basics Pots and pans, salt and pepper Dishes and silverware Bowls, chopsticks, plates, cups, etc. Freezer Hot water kettle Kitchenette Microwave Paid parking on premises Pool TV Wifi You can indeed....you happy to bank xfer for the 23 days parking? Hello Johan thanks for your prompt responses. I am the travel agent and the booking is in the name of Aretha Gadifele, travelling for business. Her mobile number is 072 245 5118. What else do you need from me? Where can she pick up the keys? Kind regards, Julie 0713526190 Great yes that would be good! Julie, from the pictures, I noted that there is no chair in the apartment 🙈. Based on the duration of your clients visit, I've requested that they add one of two comfy chairs, which will happen before arrival. Merci Johan. I am the owner of Sure Travelmanor, a travel management company. 100% corporate for 27 years. To be honest our preferred method of booking is not AIRBNB Good morning!, checking availability, 1 sec.... Hi Julie, she can simply arrive at the Braarcks, 50 Bree Street, Cape Town. The reception is available 24/7. She is booked in the Opera otel system, so she only needs to identify herself. Hello Johan trust all is well. Do you know offhand if there are parking bays in this building? Client now has a car from today and no one informed us of this previously. Ok let me check with the client and I will let you know. The Barracks... Hi Julie, I manage 10 units currently, one of which is mine. I'm hoping to add some awesome V&A Waterfront apartments shortly...you in the trade? Johan Understood. I found that my Airbnb to booking.com+others bookings are 8:2, so migrated a few properties. Rates btwn booking & air are similar....Travel management sounds very hard, you ever look at hotelplanner.com? The name of the guest is Aretha Gadifele. Yeah, saw the adverts watching the olympics, looks like a lot of volume bookings, mainly work / trade related. Thanks for your booking, would love to be of service in the future... 🥂 Hello Johan that would be great if it can be waived. Our corporate clients don't like to be hassled! If there would be any issues, you can let me know and we take care of it. Kind regards, Julie Okay, thanks Julie, I will revert, if required.. (hotel) Hello Johan that is very thoughtful thank you. I never noticed it either. Otherwise it looks like a very nice apartment. Is this the only place you have in the CBD? Kind regards, Julie Security deposit waived by The Barracks Manager Phumi. Hello Johan how much is the security deposit?"
1904797791,"Hi, How's is the WiFi? I need a place to work from tomorrow from 8-5pm. Would you be able to accommodate an early check in? Just received a booking for tonight for 520. There are other rooms available to work from, can I give you a link laterto book? Thanks, Johan. Hi Rayaan, the room is available and each room has its own fibre connection and router. I haven't conducted specific speedtests as yet, but have worked in a number of rooms with no issues. Please advise. Johan. Early checkin is possible as there is no tenants in the room currently, so clean. Thanks Johan. airbnb.co.za/h/cityview506 No problem Great thanks. Will book in an hour. Just at gym at the moment Gimme a second... You can book this room, no occupants, early check-in.... Yes please do"
1904849511,"Thank you for your visit... That's what we do, well some of us... Trust you have a lovely day without underwriters, actuaries or assessors... 🤭 It was very nice thanks now I’m off to work 😇 Hi they said I must send a pic of my id to their whatsapp Go to Barracks reception... Thanks 🙏 Okay cool, thanks.... I’m here So I just give my name Reception is open 24/7.... Checked out just now 😂😂😂😂😂 thanks for the good laugh we trust God will make it happen Yes, you're in room 520. Hi, reception is asking for your id? I am just at my grandfathers birthday I’ll arrive soon Thanks you’re a star I’ll be there at 9pm will you be there to open up for me? Tonight I did Dear Sashma, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan."
1904882243,"Hi, Please change check in to 8am as discussed. Hi Rayaan, payment is unconfirmed as yet, please confirm. Thanks, Johan. Early checkin confirmed at 08h00. Meeting ran late checking in, in 10min Dear Rayaan, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. All done"
1905229214,"Hello good morning, is this available for long term stay at R17,000 monthly Price request is below minimum required rate. Morning, I'm afraid our published rate is the lowest rate for the winter season. Thanks for your enquiry. Johan"
1905288445,"Hello good morning, is this available for long term stay at R17,000 monthly Below our minimum rate. There is a secure 1bed apartment in Claremont for R18k, you may want to consider. Otherwise try Property24 How about you 18,000 till the end of the year or What’s the best rate you can give me Our rates go up from September onwards, our minimum rate for Aug is R800 pd, apologies."
1905354158,"Hi John, I’m interested in booking your place but won’t be staying for the evening - just during the day. Is there a lockbox Hi Moneeba, room 420 is open and clean. I’ll take 420 then, thanks Yes I see so Indeed.. Thanks Johan. Can you please also confirm that the parking is not street parking? Okay waiting for the hotel manager... Thanks so much!! How do I see room 420? Afraid not, but there are currently 3 rooms left... Okay thanks. Can you please let me know what the hotel manager says Cool... Hi Johan. I see you have 102 or 407 that’s new. I’d be happy to help with reviews if you can upgrade me Yes please. Would be highly appreciated There is paid parking, R135 a night, I can ask if you're not staying? (sounding like a salesperson, not my thing..) Checking for lockbox, just a sec... What is the difference between the two rooms? Just a sec.... When do you want to book Saturday checkout Sunday? (teary eyed emoji locks himself in the basement) Okay, lemme check... Is 102 self check in? Oki doki... Nope... I'll tell reception that you're checking out by 22h00 and to compy the parking.... I see this is still available. https://www.airbnb.com/slink/5FXxQfoe No response as yet, otherwise there is parking for R75, three blocks down in Strand....just install the Parket app... Yes but well actually be leaving the Saturday evening 420 is better than 407 in winter as 420 is on the west side, so you get nice winter sun.... 102 is in the Waterfront.... It's all yours! 🎉🎊🥂 I’m going to book now, thank you very much. I see that 317 and 319 is still available. Are we able to get that instead if it’s still available by Saturday please? Thank you Johan! Service has been amazing and so quick so far! Thank you! Just waiting on my boyfriend to confirm. Are you able to reserve this place for us in the mean time please? Thanks for checking! No problem, darling... I can give you a special rate after 15 Oct... I’ll be booking with you this morning Cool, everything is going up next month, but I could make a plan, from time to time... 🤭 Would I still be able to get the parking space free for the day? So it’s just for the Saturday from the afternoon until the evening airbnb.co.za/h/cityview420 Nope it's booked till 15 Oct.. Will help with reviews Nice, thanks! Will definitely look out for 317 and 319 next time ⭐️ Hi Johan. I might book your place again for tomorrow Thank you very much Nope these are already at maximum 40% discount.... Parking till 22h00 approved.. 🎉 Approx Hours, 14h00 until? airbnb.co.za/h/cityview420 Merci Madmoizelle... ☺️ Can you please also confirm if I’ll be able to check in slightly earlier? Around 2 please Would you be able to upgrade me if it’s still available tomorrow please? If you want 407 rather we can chat...but it's not an upgrade in my view... Okay, thanks for confirming Already booked I mean Are we able to get a better price since we won’t be staying the evening? 317 and 319 booked... Lemme check 420 Will book now, thank you so much! Yay! Should be good, let me confirm quickly... Probably around 10 or so Oh it showed that it’s available. My mistake"
1905541055,"http://airbnb.co.za/h/cityview315 Hey Johan, thank you for letting me know. Yes please go ahead and book the underground parking Dear Ruhshka, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi Johan, thanks so much for having us. We had an amazing time and will definitely be back. I just wanted to know if the parking was sorted. The front desk was unaware that we had booked parking Dear Ruhshka, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Early check-ins and later departures can be arranged for your convenience, we charge R100 per hour either way, subject to confirmation. Secure covered parking is available to be arranged at reception at R125 per night. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 13, 2024 from 15h00. Check-out: Sep 14, 2024 by 10h00. Wi-Fi details: 319, Barracks112023 Safe travels, Johan. Thank you 🙏 https://www.airbnb.co.za/resolutions?locale=en&_set_bev_on_new_domain=1700744457_YWM1NTVhNzA5NDlj Dear Ruhshka, Parking is accessible from Strand Street, heading east (away from Seapoint). Detailed instructions are included below. Once parked, take the elevator to the Ground floor to check-in and retrieve your keys. Hi Ruhshka, There is paid parking at R135 per night. Alternatively you can park 3 blocks away for R75 per night, by downloading the Parket app. You can park in the street but they charge till 5pm Thank you :) I just wanted to know if there is possibly enclosed parking available? Thank you for this 🙏 Thank you I've made payment Apologies....trust you enjoyed your time... Okay great, thanks, will send instructions shortly... Hi Johan! I'll be visiting with my best friend. We love the views, that it has a pool and that it's close to so many restaurants and the waterfront. Hi Ruhshka, I trust you are well? The Barracks need to do two days maintenance on room 319 starting , on the 13th. They kindly reallocated you to the one bedroom 315. 315 is a lovely apartment, which you will enjoy. I will provide a link below to view it. Also, please advise regarding the pre-payment for parking, which I can arrange through the AirBnB app. Safe travels, Johan. Thanks for your booking, Ruhshka! Safe travels, Johan. Use anove link for payment...Thank you. johan. We had an amazing time. Thanks so much for having us 🙏🙏"
1905585070,"Hi Johan, I’m at a conference. I will be leaving in 30 minutes. Dear Luvo, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Merci ✨ Hi Luvo. Please proceed to the Barracks reception on 50 Bree Street and recieve your key for room 520. Enjoy! Johan No problem Johan, I’ll be out by 10AM. Thanks Johan"
1906482359,"Okay thanks Johan appreciate it Good morning is it okay if I can check out at 11 or 12 if it’s possible? Morning, let me check quickly.... *was open.. Okay We checked in to 7 Hi, looks like the room as open last night, so probably, but let me confirm with reception.... Hi Natalie, proceed to 50 Breë Street, the Barracks. I just want to find out about the check in details and so forth How do you mean Johan ? My apologies, yes you can checkout at 11h00 as the room is not booked for today, as yet. Hi Johan thanks for excepting my request Dear Natalie, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. TPF Reception has the keys for room 520. Please contact me if you have any questions. Thanks Johan. Hi Johan im working in long street so I don’t want to travel late back home so that’s why I would like to stay for one night over"
1906557097,"Hi Daniele, pleased to meet you, can I confirm in 10 min? Olá bom dia,sou do Brasil e estarei indo para cape town em setembro,estarei indo para estudar um pouco e a sua acomodação vai ser o ideal Está ótimo,muito obrigada ♥️🥰 If you have any questions, in the meantime, let me know, otherwise, safe travels! 🥂 Johan. Okay, next time.... Claro,sem problema Eu aguardo Oii johan Infelizmente tive que cancelar a reserva Eu tive um problema e não consegui ir para cape town Hi Daniele, you're confirmed for room 319...🎉"
1907052668,"Dear Anam, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. R500 is charged either way, subject to confirmation by the Barracks. Secure covered parking is available to be arranged at reception at R125 per night. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 28, 2024 from 15h00. Check-out: Sep 29, 2024 by 11h00. Wi-Fi details: 319, Barracks112023 Safe travels, Johan. It's possible, reception will sort it out for you. Looking forward to your visit. Johan Hi Johan My partner and I will be visiting Cape Town, we love the location of your space; it’s conveniently situated. Would like to ask if it will be possible to check in before the stipulated time if that’s not possible could we atleast check in our bags. Advice would be appreciated. Dear Anam, You are scheduled for check-out at 11h00 today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged at your convenience, by calling reception +27 64 816 6715. R500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the Barracks. Your assistance is appreciated. Many Thanks, Johan. Thank you so much"
1907082962,"Hi Johan My partner and I will be visiting Cape Town, we love the location of your space; it’s conveniently situated. Would like to ask if it will be possible to check in before the stipulated time if that’s not possible could we atleast check in our bags. Advice would be appreciated. Hi Anam, you can indeed check your bags beforehand. Reception is open 24/7 and will secure your bags till you can check in.... Safe travels! Johan. Dear Anam, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. R500 is charged either way, subject to confirmation by the Barracks. Secure covered parking is available to be arranged at reception at R125 per night. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 22, 2024 from 15h00. Check-out: Sep 23, 2024 by 11h00. Wi-Fi details: 420, Barracks112023 Safe travels, Johan. Dear Anam, You are scheduled for check-out at 11h00 today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged at your convenience, by calling reception +27 64 816 6715. R500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the Barracks. Your assistance is appreciated. Many Thanks, Johan. Ohh that’s great thank you"
1907318097,"What do you mean? I’m paying R918.26? Price below current listed... Sorry your price in unfortunately below the maximum discount allowed... Hi Johan, As discussed, I will be taking this room with the free secure parking. Thank you very much for your patience! I’m trying to send you a screenshot but I can’t Yes please.. *apologies.... Can I try to book again? I didn’t request a new price Spologies it came through my side as 762...."
1907321401,"Hi you need to park outside, check in and tell reception to open for you. The car garage is on strand Street... You come out on the second floor and can go up to your room... Great, thanks! Just your name.... ✨ Does the room have a heater? What parking space must I use? How do we check in? And can we go straight to the parking lot before checking in and then you’ll take care of the payment situation? Thanks, you too! Thanks for the lovely review Moneeba!, looking forward to your next visit... 🎊 x Johan Thank you, hope you have a lovely day! Cool thanks... 🥂 Hi Johan, I already checked out last night. Thank you very much! Has aircon Any... 🎉 Thank you! Okay cool, thanks. Is there specific information we need to give them when checking in? Dear Moneeba, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Cool thanks! (happy emoji coming out of his mom's basement) ;-) Thanks"
1907342252,"Good morning Johan, I hope you are well! Just want to check if there is secured parking on the premises? Thank you! Izell Oh nice....sounds like fun. Hout bay is lekker rustig. If you change you mind and the room is still avail on Fri, text me...;-) airbnb.co.za/h/cityview504 Requested.... Hi Johan😊 we enjoyed our stay so much and will definitely be back 🙏🏼 Morning Izell, it's still a bit rough, but you can get the feeling from the pics. Will clean it up shortly....(the listing, I mean ;-) Yes 👍🏻 Come through on the Friday I'll give you a better rate....8-) Morning Izell, yes there is secure parking for R135 per night. You can also download the Parket app and park securely 3 blocks down for R75 in (Picbel parkade) Strand street. Cool Izell, I'll go through in the week.. Should be fine, if the room is empty the night before, you'll be able to check in early. Otherwise you can park and reception will store your luggage or you can leave it in the car... Safe travels, Johan. R125.... We wish! My fiancé is coming back home after 7 months of being away so we need to stay as long as possible with friends and family in George before coming for the game 🙈 when we check out we going to stay in Hout Bay for two weeks! He needs to do a yachaster course there. Otherwise I would’ve taken you up on your offer 😉 Dear Izell, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Early check-ins and later departures can be arranged for your convenience, we charge R100 per hour either way, subject to confirmation. Secure covered parking is available to be arranged at reception at R125 per night. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 7, 2024 from 15h00. Check-out: Sep 8, 2024 by 10h00. Wi-Fi details: 520, Barracks112023 Safe travels, Johan. Morning Izell, with regard to your visit to the Barracks, we think we may run out of parking and I want to know if you'de be interested in securing your parking through pre-payment? Many Thanks, Johan. Hi Izell, great to hear! Thank you, Johan. Hi Izell, I did, the apartment looks great, I'll add the pics tomorrow and send you a link.. Dear Izell, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi there! Yes definitely, the parking is super important for us 🙈 R135 per night right? Sorry for the late reply, yes please, I would like to see the pics Perfect, let me know where I can EFT the R125 to 🙏🏼 Paid 👍🏻 I’ll make the booking 😊 It's a pleasure....had to do four other apartments as well... Yay! 🎉 Whooooo, great news! Cool, it’s booked! I see that check in is at 15:00. Is it possible to request early check in maybe? We travelling from George to come and watch the rugby 😊 we just want to drop our luggage and park the car before leaving Perfect! I'll ask quickly... Hi Johan! I can request through this app? Will that work for you...? Hi Johan, have you been able to go and take pics of the apartment yet? Pleasure Izell! Let me know if you need any further info. Johan. For Saturday go directly to park in Strand Street, as per instructions above, if before 3pm leave your bags in the car, and collect the key / if it is available and proceed to the rugby. If you did not get the key upon arrival, upon return you can retrieve it. Thanks so much. I will ask you the day before if someone was in the room the previous day 😊 have a nice weekend! Morning Izell, we had a travel agent grab some rooms, whilst I was capturing onto the hotel system. Unfortunately 0520 was allocated. I managed to get you a similar room, namely 0504. 504 is unfortunately not online, so I dont have pictures currently, if needed I can go take some when the apartment is empty and send you the link, please advise. Johan. You maybe know if the room is empty the night before yet? Stunning, thanks so much for taking the pics 🙏🏼 Yes, it is currently empty...but others also book via Booking.com and travel agents, so hard to tell... Perfecto🤞🏼"
1907343098,"Morning Sinalo, simply go to The Barracks, 50 Bree Street, Cape town reception will provide your key to you after 3pm (after cleaning). Hey, I will be visiting your place today. I hope to have a lovely and safe stay. How can I check in asap? A R1000 security deposit is required and this was not communicated with me. so what should i do Hi Sinalo, reception says unfortunately not since there was a later checkout... I trust you enjoy your stay... Good day, I have checked out earlier than the stipulated time. Thank you for the cosy stay. Thank you for the visit... Dear Sinalo, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Alright, thank you. I hope you are well. Is there any way an exception can be so that I check in after 13:00? I don't mind cleaning while I'm already there Will check with reception quickly..."
1907394952,"Could I have the Netflix password I see here it says no visitors and I will be 500 if any visitors enter the apartment YouTube has movies, apologies for the delay in responding. Trust you are well. Johan. How do I check in ? You can have a max of 2 people, as per the airbnb rules... Sorry. Anything to watch on the TV that’s here ? I have friends who are in town Hey Johan Hi, Netflix is not part of the offering, apologies... Hi Johan, Booking as my place is undergoing repairs - I’m around the city already How many visitors do you have? Dear Athenkosi, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Yes sir... 100% booked Thanks Johan I’m now checking out Nothing ?🥹💀😭😭😭 Hi Athenkosi, the Barracks reception is open 24/7 @ 50 Bree Street, Cape Town.. Okay thank you. At any given point it would be 2 or less"
1907401984,"Dear Babatunde, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi Alibi, trust you are well? Will you be you extending or would you like a different room? I believe it’s a good stay Very nice room...."
1907704628,"Hi Johan I’d like your place for the night Dear Tutu, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. How do I check in ? Thanks Johan, I really enjoyed my stay I’m driving there now It’s fine; I’ll take it 🥂 Proceed to the Barracks, 50 Bree Street, recpetion is available 24/7. Hi, Tutu, 321 has a guest but I can offer 318 which is the same type of room. Please advise, Johan. Thanks Johan How much is 318 Same Cool, thanks for your booking.."
1908197902,"Thanks Johan Morning... 🥂 Dear Janu, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Aug 18, 2024 by 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks require a security deposit upon check-in. Trip Summary: Check-in: Aug 18, 2024 at 15h00. Check-out: Aug 19, 2024 by 10h00. Wi-Fi details: 520 Password: Barracks112023 Safe travels, Johan. Dear Janu, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi Johan, we have arrived but I just want to check with you. There isn’t parking other then next to the road? Sry driving Arrange with reception Looks nice Johan :) Okay thanks"
1908399519,"Dear Thina, You are scheduled for check-out at 10:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Sorry I mean for 317 Where is it? Hi please is there anyway you can fix your network and the light in the lounge. The network has been tripping since I’m here. I can’t use it for anything Hi Hey open your wifi settings....look for another router... password is the same .....Barracks112023 Yes Okay 316 is not managed by us... Remote for the television Ok thanks Can you pickup another router in your room? Should be there or please contact reception... Dear Thina, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Aug 18, 2024 by 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks require a security deposit upon check-in. Trip Summary: Check-in: Aug 18, 2024 at 15h00. Check-out: Aug 20, 2024 by 10h00. Wi-Fi details: 321 Password: Barracks112023 Safe travels, Johan. I've reported your issue to the manager.... Ok The television remote? 315, 318? Where is the remote control I can pick up unit316 but the password is saying incorrect Ok I’m at the apartment"
1908639294,"Goodevening Johan Please let me know what the security deposit is , as this was not stated before pressing reserve . Hi Cirenzo, security has responded that they will be kicked out in the morning and banned from The Barracks, I trust you will have a peaceful evening forward. Dear Cirenzo, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Aug 24, 2024 by 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks require a security deposit upon check-in. Trip Summary: Check-in: Aug 24, 2024 at 15h00. Check-out: Aug 25, 2024 by 10h00. Wi-Fi details: 514 Password: Barracks112023 Safe travels, Johan. Dear Cirenzo, You are scheduled for check-out at 11:00 AM today. Should you want to extend, please message me to check room availability. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi Cirenzo, no worries ill have it waived for you... Dear Cirenzo, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Trip Summary: Check-in: Aug 24, 2024 at 15h00. Check-out: Aug 25, 2024 by 10h00. Wi-Fi details: 514, Barracks112023 Safe travels, Johan. Hi Cirenzo, I've notified reception, is it to your left or right of the balcony? Hi, you can arrange parking in the building at reception. Otherwise you can download the Parket app, there are two big parking spaces in the vacinity. Johan Hey , thanks man🙏🏼 Hi , where do we park ? 💯 Trust you are well , I have a slight problem. The neighbours I assume are smoking weed on the balcony . The smell is strongly coming through to our room . Hi Johan , I’ll be visiting to celebrate my fiancés birthday ."
1909134179,"Hope so, as I said, we only see the payment sometime after a visit. I trust you resolve your issue quickly. I did but it just shows refunds for debit cards take up to 15days but nothing about cancelation because of no id. The booking is gone from upcoming trips so gonna just hope I get refunded my money because I made use of nobody's services You can pay via bank xfer and I'll book you on the hotel system, please advise.. Johan How long does refund usually take because I need because I need it in order to rebook again with u Okay then you going to have to wait for them to verify you.. Hi James, looking forward to your visit! I can't cancel without getting the wrath of airbnb, can't you cancel? I'll ask them to fully refund, if they are unable to verify you.... Pls if u can get them to refund me I will do the transfer through you I'm sure, what's the prob with your ID? I'm having problem submitting id Can u pls cancel for me then make booking from your side And if they cannot will I get my refund But Airbnb already took the money It shows it was canceled coz they couldn't verify me The booking is not under trips anymore and I need to cancel and don't know where to cancel it It's a copy and it's the old one and then I have a temporary id Hi Johan! I'll be visiting . . . Contact airbnb support... Better to try get the payment processed, it normally takes a week for me to receive any money..."
