Thread ID,Text
1914498763,"hi there, is there a specific checkout time ? is it possible to checkout in the evening so it’s not possible to checkout on the same day yes, you can checkout on the same day.... hi checkout is latest of 11h00 unless you are re-booking. we need to turn around the room for other guests. thanks johan good evening. is early checkin not available you just can't checkout on the evening of the next day..."
1914515348,"hi didi, my mistake, didn't get an opportunity to add you to the hotel system... will sort it out shortly.. hi johan! i'll be visiting . . .lovely place for a 1 night stay dear didi, you are scheduled for check-out at 10:00 am today. should you want to extend, please message me to check room availability. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. hi johan, reception says the not finding my booking on the system dear didi, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 25, 2024 by 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. trip summary: check-in: aug 25, 2024 at 15h00. check-out: aug 26, 2024 by 10h00. wi-fi details: access point '317' password: barracks112023 safe travels, johan. thank you"
1914543130,"hello johan, do you offer any monthly / long-term discount on your apartment? we would like to book it from january 12th until march 2nd. kind regards tim sure, sounds interesting can you try whats app me two seven eight two, eight eight two zero one zero zero....might work better. hi tim, i see there is already an early bird discount applied to your quote. we can save you some more, by converting this to a short term lease. can we chat further? sure, looking forward to your answer :) i'll need to send you a lease agreement and payment details, please read my reviews if you have any concerns....many thanks, johan.. hi tim, just at lunch, can i revert by 4pm, thanks johan."
1914663973,hi johan! i'll be visiting . . .
1914672167,hi johan! i'll be visiting . . .
1914703304,"hello, i will like to book for this apartment. please get back to me hi"
1914725845,"dear vafa, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 25, 2024 by 7:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. trip summary: check-in: aug 25, 2024 at 15h00. check-out: aug 26, 2024 by 10h00. wi-fi details: 514 password: barracks112023 safe travels, johan. dear vafa, you are scheduled for check-out at 10:00 am today. should you want to extend, please message me to check room availability. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. hi johan, looking forward to the stay."
1914733890,"hi johan! can i come now immediately ? michelle perfect it shows processed from my side as i sent a request so i assume you need to accept  hiya... thank you so much  dear michelle, you are scheduled for check-out at 10:00 am today. should you want to extend, please message me to check room availability. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. all done my side... soon as your payment is processed. dear michelle, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 25, 2024 by 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. trip summary: check-in: aug 25, 2024 at 15h00. check-out: aug 27, 2024 by 10h00. wi-fi details: 520 password: barracks112023 safe travels, johan."
1914860921,"hi jean-henri, apologies you need a profile with a review score above 4. next time, johan. hii i wish to book"
1914888171,"you're set...  got it hi johan. thank you very much for your assistance and for such a warm and welcoming room which was given to us we had a beautiful stay. we will surely return again and maybe request for that same room lol, thank you once again. you can have an earlier check-in for at 13h00 for r150 additional fee, as we have to prioritise the room cleaning and monitor sign-off. please advise if that suits you? cool, do you need any further info? okay thank you, at what can we check in dear hope, you are scheduled for check-out at 10:00 am today. should you want to extend, please message me to check room availability. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. hi johan, i would like to book for accommodation in one of your rooms for one day and night with my fiancé airbnb says awaiting guest id... otherwise, you would've received the auto booking confirmation message, which contains all the check-in information. what further information do you need? morning hope, reception has advised that to enable the 12h00, they requested a move to room 419. unfortunately i do not have any pictures of 419. can you let me kniow when you arrive whether the unit is all good. thank you. johan. dear hope, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 26, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. trip summary: check-in: aug 26, 2024 at 15h00. check-out: aug 27, 2024 by 10h00. wi-fi details: 420 password: barracks112023 safe travels, johan. i meant pleasure... 🤭 is it possible for us to check in earlier than that time? please hope!"
1915263595,"hi johan my partner and i just need time away from the family before he goes back to work tomorrow 🥹. he works in norway hi johan please try send the link again dear chantelle, you are scheduled for check-out at 10:00 am today. should you want to extend, please message me to check room availability. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. where do i pay the extra r200 can we extend check our to 12pm please i'll send you a link should be in your airbnb app.... hi chantelle, housekeeping & reception informed of the late check-out. enjoy johan. thank you thank youuu❤️❤️❤️ dear chantelle, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 26, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 26, 2024 from 15h00. check-out: aug 27, 2024 by 10h00. wi-fi details: access point '317' password: barracks112023 safe travels, johan."
1915281638,"hey johan! it’s me again. hope you’re well. would love to book this space again however not too happy with the layout of the room showcased.. so quick background, i am a regular booker at the barracks by now and i have a few favorite rooms already :) haha. would it be possible to choose another room again? please let me know before i decide on booking for this week. thanks ah. she is mean! uhm… i am sure i have given you 5 stars more than once  keyboard.... 319 is very popular too. you in financial services? https://www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=%2fguidebooks%2f5931309&s=67&unique_share_id=4dd05276-adeb-4ba9-ba6f-3ed37ac1dc63 dear robyn, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 26, 2024 from 11:00 am who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 26, 2024 from 15h00. check-out: aug 29, 2024 by 10h00. wi-fi details: 514 password: barracks112023 safe travels, johan. i actually have my last review today because i got a reminder in my emails i’m from bellville… yes i love the hotel living & i always do it alone . it’s the most therapeutic experience . just remembered something .. does the aug special not apply to the booking i made now? book 3 nights get the 4th one free? i don’t think i was aware either though. is there a pool on top too? where do you normally eat? been to the new merchant? yup... yup... yes wait can you please ask reception? thanks  https://www.chefswarehouse.co.za/merchant i was referring to the cellphone number  okay wait.. room 413? definitely . i don’t think enough people know about the barracks. like i mentioned, i go often, as much as i can and when i can… and when i do go i always post some kind of content and lots of people ask questions about the accommodation and i’m sure a few of them booked already too. i have a friend that’s coming home from sea as a marine technician and desperately needs alone time to decompress for a week or so ✨ and he asked me and i had to recommend barracks. i think risk management is important too of course but you can never go wrong with marketing . the barracks is still fairly new i think right? but in my opinion it’s one of the absolute best spots wow  303 yes correct ☑️. dear robyn, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. who? you?  lol. i’m not sure if this will help but there you go nonetheless very cool! thanks any luck? you booking for 303, correct? you from out of town or just like hotel living? i see your instagram page is not very busy… why is that? or is the apartments generally always busy and doesn’t need much focus on marketing and daily updates? ☀️☀️☀️✨✨✨✨ my stays are always great thanks for the best service please do  it's new... 🥺🥺🥺🥺 100% cool....robyn, ineed a 5 star review please to get above 4.7....had an italian lady give me a 2, because she wasn't told about the yoga studio on the roof... so hopefully more peeps will see it... 501 booked till sunday... https://www.airbnb.com/rooms/1228276893037734445 do you have a lbd for the photo shoot? 🤣✨ thanks darling...  staying in 402 on fri...🥂 think you're right....so much to do in town.... thanks for the review... 🥰 ahhhh, it’s similar to 303 actually. a corner apartment? 1pm is perfect johan, really appreciate it. yup.... i'll need to come photograph 303 then and add it to my list... nice! yes i am or i was. (2022-2024). looking for a new venture now. but was in the holistic financial planning field and lots of other categories too (company offering) . and it says “pet are allowed”🥹🥹🥹🥹 is this true and a new thing at the barracks?  yes. i love my solitude lol . so you book at your own apartments too? well obviously free but yeah that’s very cool too. still need to explore the 2 bedroom apartments when i have more people to book with. i like 402 most, i think... i think you'll like it... photo sequence is a bit random, will need to fix that... hey johan! how are you? lol . hope business is great! just realized something  i forgot my purple fleesy blanket in room 303. do you know if it is still there? or how i can find it? is 501 available? more risk management, to prevent issues... i have to confess, you have some fabulously lovely pictures... 🥂 fanks darling..  great. no problem. barracks apartments for the win!!!!  can i give you my number...you can book direct if you prefer...saves the airb guest fee... oh. thought so no problem hmm… bootleggers, jaryds, really love nuris.. ironsteak etc. never heard of merchant cool....oh eight two eight eight two oh one oh oh.... i've added the guidebook link as a message 5 min after booking confirmation is sent... yippie  they said it’s there. i will go collect tomorrow hi robyn...let me check... i need to see how that rooms looks. also booked till sunday... hey, how's your stay going? you surviving? cable station engineering group... next time just whatsapp me....and if i dont answer call me...8-) do a google search sometimes to get a feel for a client... ooohhh.. looks similar to 303 just fancier features  like i love how big and cozy that couch looks!!! hi, probably best to call.... +27648166715 haven’t * gave* i’m not sure what feng shui is. but yes. absolutely everything or most things you can think of. wealth planning (offshore as well, and then tax too etc etc)… legal things too, will and testaments etc etc. i can go on . i’m not selling but if you need help with anything concerning that.. i can refer you to one of the best brokerage company haha & fa. anyway.. let me check out this link! nope, that is a mistake on my behalf... 🤓 = 8-) have fun! http://airbnb.co.za/h/cityview402 okay.. in contact with james too. he said no, must book directly with barracks to get the discount. you can type it normally after accepting a booking, but why invite an airb query? not the biggest on insta or fb....think i should make more of an effort? yup...you able to work remotely. then all this is so cool... ooohhh… interesting okay cool. i saw what pops up now lol  all by yourself....so cool. i go in few times a week, buy you coffee if you're not ina meeting.... 303 is available... okay  303 it is . will book shortly. and then . i am in town at the moment and need to check out in the foreshore area . is it possible to get an early check in perhaps? or what is the earliest check in i can get if possible .  why are you typing it like that they are starting to charge for early check-ins. r100 per hour before 3pm, but seeing as that you're a regular visitor, i will try bend some rules....how does 1pm work for you? haha! thank you so much johan! wait. how did you know i’m in financial services??? wasn’t seen 402 or 319 🤔 sounds interesting, is that like wealth planning & feng shui combined?"
1915485598,"okay that would work perfectly. thanks thanks johan, we had a great stay. beautiful and nice and clean place. you will definitely hear from us again hi divan, should be possible. let me just confirm whether the room will need to be cleaned. dear divan, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. secure covered parking is available to be arranged at reception at r125 per night. trip summary: check-in: aug 28, 2024 from 15h00. check-out: aug 29, 2024 by 10h00. wi-fi details: access point '317' , barracks112023 safe travels, johan. i know fnb is struggling at the moment cool, thanks divan....! doesn't look like your payment went through... dear divan, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. okay looks like there is opening tomorrow, so yes, i will confirm your earlier check-in with reception. payment went through thanks man will just check the banking details 14h00 should be possible, but we may get a check-in later, that changes things again. i'm confident 14h00 should be possible. thanks johan. dear divan, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 28, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 28, 2024 from 15h00. check-out: aug 29, 2024 by 10h00. wi-fi details: access point '317' password: barracks112023 safe travels, johan. great. thanks johan, how late would we be able to check-in? is there anything outstanding for our booking? hi johan, trust you are well. we look forward to staying at your place. we have a ninety one conference starting at 15:00 and would only be back at around 22:00/23:00. is there perhaps any possibility that we can quickly check-in before 15:00? looking forward to your feedback and meeting you."
1915707290,"just did i’m travelling by myself for work apologies, you need a rating above 4/5 to make a reservation. when do you aim to check in? no problem thanks.will look for one that does not need one you need to verify your id first apparently..."
1916084598,"hi, i can make a note on the reservation, with their name, yes. dear laurelle, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. secure covered parking is available to be arranged at reception at r125 per night. trip summary: check-in: aug 30, 2024 from 15h00. check-out: aug 31, 2024 by 10h00. wi-fi details: access point '317' , barracks112023 safe travels, johan. dear laurelle, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 30, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 30, 2024 from 15h00. check-out: aug 31, 2024 by 10h00. wi-fi details: access point '317' password: barracks112023 safe travels, johan. thank you again! duly noted, thank you. dear laurelle, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. good morning johan, thank you so much for the quick response. i can't wait to enjoy my stay. if my friend would like to arrive before i do, can i just give their name to you and they will be let in by reception? safely checked out, thanks johan for a lovely stay. thank you very much  it's richard gregory horne. hi johan! i'll be visiting . . . with a good friend to wind down for the weekend and enjoy the beautiful cityscapes on the balcony."
1916132714,"hi fatimah...thank you for your enquiry... awaiting payment...please advise, johan. hi johan! i'll be visiting . . .this saturday coming"
1916148901,"hi johan if we book now is it possible to check in before 3 sorry we have a late check-out at 12h00, so probably not possible."
1916193319,"hi there! i hope you're well. i’m interested in booking a place for a month and wanted to inquire if there might be a possible discount available for a longer stay. looking forward to you hearing back hi james, i can do it for r900 per day for the month of sept. payment via bank xfer. thank you. johan. hi james, let me quickly look at the forward rates and come back with an offer in the next few minutes. okay final offer: 1 sep - 1 oct, incl electricity, water and cleaning/new linen 1x per week. r24k."
1916246084,"*it no worries. thanks dear siphiwe, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 27, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 27, 2024 from 15h00. check-out: aug 28, 2024 by 10h00. wi-fi details: access point '317' password: barracks112023 safe travels, johan. many thanks johan. much appreciated. apologies we had a late checkout so the room is still being cleaned... is possible to arrange an early check-in? thank you so much. hi johan i am here on a business trip and flying out tomorrow morning. regards siphiwe just checking availability quickly... dear siphiwe, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan."
1916323391,"hi johan, thank you so much! looking forward to it, have a lovely day further! hi jean-paul, please let me check availability quickly... hi johan! was surprised to see an apartment in bree street as lovely as yours for an amazing price. my partner and i are planning a night out in town and want to avoid the stress of driving or ubering. location is perfect, extremely excited all round. dear jean-paul, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. dear jean-paul, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. secure covered parking is available to be arranged at reception at r125 per night. trip summary: check-in: aug 29, 2024 from 15h00. check-out: aug 30, 2024 by 10h00. wi-fi details: 420, barracks112023 safe travels, johan. good morning johan, that's not a problem at all. great thank you, trust you will enjoy your stay! johan dear jean-paul, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 29, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 29, 2024 from 15h00. check-out: aug 30, 2024 by 10h00. wi-fi details: 420 password: barracks112023 safe travels, johan. awesome thanks good morning jean-paul, we have a client who wants to extend their stay in unit 420, would you mind if we upgraded you to our lux unit, 520?"
1916624730,"alles klar danke für die schnelle antwort, jetzt habe ich noch eine frage wie es mit der sicherheit abends/nachts in kapstadt ist, sollte man da eher vermeiden zu fuß unterwegs zu sein ? morning philipp, thank you for your reservation! i trust you will enjoy your stay with us. if you have any further questions please contact me. keep well, johan. hi phillip, the pool and top floor is run by the yoga studio, that is closed on public holidays. we pay them monthly for our guests to access the pool. currently it is unresolved for public holidays... hi, cape town city is one of the safest areas in sa due to all the video cameras in town. we often walk from the bottom of kloof street to the top checking out the new places. long street can be a bit dodgy at times, but bree street and kloof street are where the best restaurants and bars are. there are really inexpensive ubers / bolt's everywhere to move you around if your destination is more than a km or two. there are homeless people around, but they are mostly avoidable/harmless. camps bay is another great area with bars and restaurants... dear philipp, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on dec 31, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: dec 31, 2024 from 15h00. check-out: jan 5, 2025 by 10h00. wi-fi details: 515 password: barracks112023 safe travels, johan. perfekt danke dir ☺️ hallo johan, da es morgen endlich für uns soweit ist und wir in kapstadt ankommen und das jahr auch zu ende geht, wollte ich mal nachfragen ob du für uns irgendwelche empfehlungen für silvester hast. leckere restaurant in dem man eventuell einen schönen ausblick auf das feuerwerk hat ? grüße philipp hallo johan, da wir gerne dieses jahr kapstadt erleben möchten und ihrer unterkunft am besten zu uns passt würden wir uns freuen, wenn dies klappt und wir eine schöne zeit im kapstadt verbringen können. beste grüße philipp ok alles klar vielen dank für die schnelle nachricht hey johan, ich hätte mal eine frage und zwar würde wir gerne mal in den pool gehen, leider ist die tür immer verschlossen und wir verstehen nicht warum… kannst du uns da weiter helfen oder sollen wir an der rezeption nachfragen grüße hi philipp, i would have recommended pot luck club or den anker as to good options with views, but they are unfortunately fully booked. there is a very casual bar at the top of kloof street, called the dark horse, it has an open upstairs area, from where you can view the fireworks. there are some good restaurants in the area such as the black sheep (https://blacksheeprestaurant.co.za/food/). if that is full there is a very nice indian and steak restaurant within walking distance. cheers, johan."
1916633633,hi johan hello
1916635767,"confirmation number 356127440 dear megan, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 6, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: sep 6, 2024 from 15h00. check-out: sep 8, 2024 by 10h00. wi-fi details: 514 password: barracks112023 safe travels, johan. dear megan, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. secure covered parking is available to be arranged at reception at r125 per night. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 6, 2024 from 15h00. check-out: sep 8, 2024 by 10h00. wi-fi details: 514, barracks112023 safe travels, johan. cool. saturday may be manic with the rugby going on....so rather deal with the parking early... hi megan, you need for two nights correct? that’s great - so it doesn’t matter what time i park on friday? and yes it will be two nights. hi johan, i’ll be in town for an event. looking forward to staying in your space. amazing, thanks. i’ll make payment now. that’s great. thank you so much for organizing that johan. i appreciate it. megan you can park in, pop down to reception with the elevator, check-in, get your keys, and after 3pm go back to the car to collect your cases and head to the room. yes, it should be good...will process the payment via airbnb... yes, you can park the car and check in later, if you want. hi johan. yes, i’d love to secure parking beforehand. would it be possible to get parking from the friday morning already? dear megan, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. morning megan, with regard to your visit to the barracks, we think we may run out of parking and i want to know if you'de be interested in securing your parking through pre-payment? many thanks, johan. morning megan, thank you for your reservation! if you have any questions please contact me. keep well, johan."
1916711808,"hi johan, my partner and i will be down from johannesburg for new years. looking forward to our stay. dear bongani, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. dear bongani, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on dec 30, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: dec 30, 2024 from 15h00. check-out: jan 4, 2025 by 10h00. wi-fi details: access point '317' password: barracks112023 safe travels, johan. morning bongani, thank you for your reservation! if you need any further information please contact me. keep well, johan."
1917014034,"hi i just wanted to find out where is actually is,if you can’t give me that details and can you tell me where about is it okay thank you hi, i spoke to the facilities staff, there is no cooking oil provided in any of the apartments. if we do book should we bring our own oil,and coffee and things hi liam, the address is the barracks, 50 bree street, cape town... hi liam, there is coffee, sugar, tea, etc....not sure about oil. i would take along..."
1917029167,"hi johan can you please reserve this apartment for me for today am booking for a colleauge he will make a payment when he gets there apologies, had a booking for that apartment ofline this morning.... http://airbnb.co.za/h/cityview323 apartment booked by another airbnb guest.... how about this one? morning... hi. can he possibly make payment online? we seperate online and on site cash management.... that is still fine"
1917031043,"hi, there is a problem with your low rating to make this booking. 3.5 rating on airbnb hi, did you find a place? there is a r500 fine for smoking in the apartment and a r500 additional cleaning fee. another guest has now already booked this unit for tonight. low rating? they only accept 4/5 and above. excessive garbage messy kitchen “smoking” please proceed with payment...if you're still interested. the other client requested a different room.... can you please withdraw this reservation and get him to book directly. reserve ok cool you're unfortunately going to have to get a few good reviews to lift your score above 4. owners do not like smoking as the incoming tenants complain and often cancel and give them a bad rating."
1917033359,"thank you ! dear shaniqua, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 28, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 28, 2024 from 15h00. check-out: aug 29, 2024 by 10h00. wi-fi details: 321 password: barracks112023 safe travels, johan. hi shaniqua, all good thank you.... goodmorning we are checked out okay no problem thanks hi johan. i’ll be visiting today till tomorrow. please let me know if that is okay with you ! smart tv & wifi, i think you'll need to use your account deets for nextflix.... thank you for the stay dear shaniqua, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. hi is there netflix available"
1917044894,hey i’m tshepo i’m on my way to check in room is already booked sorry. already have a guest from another platform...
1917211520,"http://airbnb.co.za/h/cityview402 hi tiara, as things stand it will be possible, as room 400 is currently open, but we always have late bookings, so not confirmed. the are rather strict at the moment due to higher volumes vs staff, so will charge for all early check-ins...please advise if i can process it for you? johan. great, thank you so much! dear tiara, you are scheduled for check-out at 10:00 am today. should you want to extend your stay, please message me to check room availability. later departures can be arranged for your convenience, we charge r100 per hour, subject to confirmation. cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. your assistance is appreciated. many thanks, johan. dear tiara, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on aug 30, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. trip summary: check-in: aug 30, 2024 from 15h00. check-out: aug 31, 2024 by 10h00. wi-fi details: 400 password: barracks112023 safe travels, johan. okay not to worry, we will check in at 3pm. thanks for getting back to me. so its all good for the 30th? dear tiara, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged for your convenience, we charge r100 per hour either way, subject to confirmation. secure covered parking is available to be arranged at reception at r125 per night. trip summary: check-in: aug 30, 2024 from 15h00. check-out: aug 31, 2024 by 10h00. wi-fi details: 400, barracks112023 safe travels, johan. hi johan, is there any possibility for an earlier check in tomorrow, at 2pm? if not, its not a problem. okay let me have a look 🥂 hi tiara, room 400 is booked, can i offer room 402? i'll send you a link... oops, sorry only seeing your dates are for 30th now......400 available... or if you prefer 402, you can choose... just checking availability quickly.. i prefer my first choice :) hi johan, myself and a friend would like to book your place for the night, as we have an event in the area to attend. x"
1917240173,"hi good day. with the room is there any packages available, it's my anniversary i'm wanting to book so iwas hoping you have package available for roses and wine?could you please let me know thanks ahhh, i see, i looked around a bit online for what you're looking for, but the only packages, include breakfast...how bout booking at villa 27 for dinner (accross the road) and having a romantic dinner? i don't think i will be able to come any earlier due to me working if you order and deliver it to the hotel.... i'm traveling from mitchells plain oops can't send a link until you're booked....netflorist has some nice sparkling wine & flower options. i'll get it delivered to your room prior to check-in.... it's for 2 guest where are you travelling from, jenna? would early access to the room to setup be of any help? it's the romance sparkling hamper @ r345... and roses on the bed.? or floor? could tha be possible could it be possible to get that what about this? hi jenna, i generally provide wine to my guests, but these winter rates make it very hard, so it's been discontinued till nov. if you'd like to have something delivered beforehand, reception will keep it for you until you check in....johan."
