Thread ID,Message ID,Sender Account ID,Created At,Content Type,Text,Reference ID
1381460138,14748995765,385222506,2023-03-03T14:04:17.478Z,TextContent,"Hi Johan

It was a pleasure hosting you. I have left you a 5 star review online.

I wrote the following
""Johan T spent a few nights in our apartment and was a wonderful guest. The communication with us was great - always polite, friendly and quick. The apartment was looked after and kept clean and tidy as it was found. It was a pleasure to host Johan T and I would definitely recommend Johan T as a guest to anyone.""

When rating us after your stay, please consider that Airbnb’s ratings are totally different than the classic hotel star rating system. You should know that Airbnb can close down a listing that drops below an average of 4.3 stars. There system is rather confusing. To give you a better understanding, we designed the following (cheeky) guide to the rating system:
***** (5 stars) = perfection does not exist, but considering what I paid and where I stayed, I was happy here.
**** (4 stars) = several issues need to be improved.
*** (3 stars) = major problems
** (2 stars) = close the place down
* (1 stars) = put the hosts in jail
We always strive to give our guests a 5 star experience. Please let us know of any problem you may have had during your stay and we will do everything within our power to solve it for future.

We hope to hear from you again soon.

The Starhost Team",
1381460138,14737576036,20218142,2023-03-02T11:26:27.571Z,TextContent,"Hi Tayla, I was just washing the dishes and unfortunately a  wine glass broke... 😭. Please advise how much I owe you. Ta Johan",
1381460138,14736475779,385222506,2023-03-02T08:01:59.621Z,TextContent,"Hey Johan,

I hope that you’ve enjoyed your stay in my place and Sandton.

Tomorrow will be your check out day at 10:00 am
For check out just:
Please ensure all the lights are turned off. The aircon is off. 
Please close balcony door. Please lock front door and return the key to concierge and ask to see that they put it back in Starhost box. This is important to ensure we do not blame guest for missing keys. We will fetch the keys from the starhost box on arrival. 
Should you still be in the apartment at 10am, the cleaner will meet you there and take the key and confirm with us.

Feel free to reach out if you have any questions

Please take note:
Any last-minute extension requests are subject to availability of the apartment.
In addition, should you send an extension request between 18h00 – 21h00 the day before checking out, an additional R200 late fee will be billed before the extension can be accepted.
Furthermore, we are unable to accept extension requests sent after 21h00. You would be required to make a new booking or pay for the cleaning tomorrow.
We therefore urge you to request any extensions as soon as possible to avoid disappointment.

Best,
",
1381460138,14324946465,385222506,2023-01-17T11:33:22.969Z,TextContent,"Hi Johan
Thank you for booking with us
A requirement of Hydro Park Apartments is for preadmission of guests. In order to complete the preadmission process - please send us a copy of all booked guests valid identification documentation, as well as the following information:
1. FULL NAME AND SURNAME
2. CONTACT NUMBER
3. VEHICLE REGISTRATION SHOULD YOU REQUIRE PARKING
4. ID / PASSPORT NUMBER - The building only accepts South African ID, South African drivers license or foreign/South African passports.
Please note that you will need your identification on arrival. NO ID; NO ENTRY. You need your actual ID on check in (all guests) and not a copy of your ID.

Looking forward to hosting you. Thanks:)",
1381460138,14325293487,385222506,2023-01-17T12:33:15.623Z,TextContent,Please share a copy of the id. Thanks:),
1381460138,14325258581,20218142,2023-01-17T12:27:33.577Z,TextContent,"information:
1. FULL NAME AND SURNAME
Johan Albert Troskie
2. CONTACT NUMBER
0828820100
3. VEHICLE REGISTRATION SHOULD YOU REQUIRE PARKING
CAA361340
4. ID / PASSPORT NUMBER 
6707185159088

Second guest is my 16yo daughter who is in school in JNB.",
1381460138,14699755744,385222506,2023-02-26T13:03:20.209Z,TextContent,"Hi Johan,

Your check in date is getting close and we are excited for your arrival!
Reminding you that the address is 86 Grayston Drive Hydro Park Apartments, Sandton, Gauteng 2031, South Africa
Check in is on Feb 28th, 2023 from 3pm - 9pm
Check out is on Mar 3rd, 2023 by 10:00 am.

We have exclusively partnered with MU Africa tours. A registered tour and transport service company. They are here for our guests. Offering them private/personal transfers, tours and more. If you would like airport transfer please let us know so we can put you in direct contact with them. 

Just a friendly reminder that we are not serviced apartments. We offer a complimentary clean once a week if your stay is for more than 7 nights. Cleaning equipment and appliances such as broom, mop and washing machine are provided. The apartment is self catering; but to help get you started we provide you with a small quantity of tea, coffee and sugar; as well as some hand soap and shower gel, sunlight liquid and a lined kitchen bin. An unused roll toilet paper per bathroom. We will replenish these once a week if your stay is for longer than 7 nights.

As promised here are the instructions for smooth check in:
IF YOU HAVE NOT ALREADY DONE SO - PLEASE URGENTLY SEND US A COPY OF YOUR ID TOGETHER WITH ALL GUESTS BOOKED. NO ID COPY , NO ENTRY. 
WE ALSO REQUIRE THE FOLLOWING INFORMATION FOR ALL GUESTS BOOKED:
1. FULL NAME AND SURNAME
2. CONTACT NUMBER
3. VEHICLE REGISTRATION SHOULD YOU REQUIRE PARKING
4. ID / PASSPORT NUMBER - The building only accepts South African ID, South African drivers license or foreign/South African passports. 

Please note that this information is required prior to check in. It takes one hour to complete the forms for all guests. Should you arrive on the day of check in without having sent the necessary documentation, there will be a one hour wait at security once you have sent through the documents. 
In addition as per the listing and our booking confirmation message - a friendly reminder that the number of guests shall be in accordance with those stated on the booking details and additional guests/visitors not permitted. 

Check in:
Unit 1221 Hydro Park Apartments
86 Grayston Drive
Sandton

When you arrive at the building you will immediately see entrance and security. Please let them know you are checking into Starhost's unit. 

Owen will assist you with check in and give you the keys for the apartment. You will need identification (passport , ID, drivers license) for security. Every guest needs ID. You have to sign in properly with security. Any guests enter without signing in properly is contravention of the building rules and liable for a fine. 

If you require parking you will need to use the specific bay allocated to this unit. The bay number is D19 & D20.  Please ensure you only use this bay. If you park in another bay you are liable to be clamped by the building manager.  

Wifi name-1221-H
PASSWORD:PaSSword@1221

Just a friendly reminder that we are not serviced apartments. We offer a complimentary clean once a week if your stay is for more than 7 nights. Cleaning equipment and appliances such as broom, mop and washing machine are provided. The apartment is self-catering; but to help get you started we provide you with a small quantity of tea, coffee and sugar; as well as some hand soap and shower gel, sunlight liquid and a lined kitchen bin. An unused roll toilet paper per bathroom. We will replenish these once a week if your stay is for longer than 7 nights.

Please let us know if you have any questions. Please also remember the communication methods we mentioned in your booking confirmation message - this will ensure swift response, :)
We look forward to hosting you soon!

All the best,

The Starhost Team",
1381460138,14325318126,20218142,2023-01-17T12:37:16.508Z,StartAssetUploadContent,,
1381460138,14737644781,385222506,2023-03-02T11:38:17.024Z,TextContent,"Hi Johan ,
We are sorry for the inconvenience, i hope you were not hurt.
We will replace it , no need for you to pay for it.
Thanks:)",
1381460138,14737296095,20218142,2023-03-02T10:38:40.469Z,TextContent,"Hi Tayla, I fly at 11h00 so will check out at 08h30, thanks. Johan",
1381460138,14324946169,385222506,2023-01-17T11:33:19.731Z,TextContent,"Hi 
May you send through the following details , so we can register your booking with building security , to ensure smooth check in.

PLEASE URGENTLY SEND US A COPY OF YOUR ID TOGETHER WITH ALL GUESTS BOOKED. NO ID COPY , NO ENTRY.
WE ALSO REQUIRE THE FOLLOWING
 INFORMATION FOR ALL GUESTS BOOKED:
1. FULL NAME AND SURNAME
2.. CONTACT NUMBER
3. VEHICLE REGISTRATION SHOULD YOU REQUIRE PARKING
4. ID / PASSPORT NUMBER

Pease type the above info out under the ID/Passport image sent

Please also knindly note no vistors are allowed 

Thanks",
1381460138,14325329298,385222506,2023-01-17T12:39:03.282Z,TextContent,"Received, thanks:)",
1381460138,14324926736,,2023-01-17T11:29:45.372Z,TextAndReferenceContent,,3583235464
1381460138,14737340261,385222506,2023-03-02T10:46:31.926Z,TextContent,"Thanks for letting us know,
Please ensure all the lights are turned off. The aircon is off.
Please close balcony door. Please lock front door and return the key to concierge and ask to see that they put it back in Starhost box. This is important to ensure we do not blame guest for missing keys. We will fetch the keys from the starhost box on arrival.",
1381460138,14723350047,20218142,2023-02-28T21:28:04.269Z,TextContent,"Hi Tayla,

All is good thanks...

Keep well,

Johan Troskie
Tel 0828820100",
1416324149,16092711586,,2023-07-02T15:37:50.697Z,MsgkitButtonActionStackContent,,
1416324149,14720828757,,2023-02-28T16:43:46.872Z,MsgkitButtonActionStackContent,,
1416324149,17211339931,,2023-09-24T16:05:04.530Z,TextContent,"Hope your check-in went smoothly in Johannesburg!

Your Host, Easy Stays, is a great person to reach out to if you need anything during your stay—but if you ever need us, we're here 24/7.",
1416324149,15503460761,,2023-05-14T17:03:43.253Z,MsgkitButtonActionStackContent,,
1416324149,15581586424,,2023-05-21T16:37:10.729Z,MsgkitButtonActionStackContent,,
1416324149,16092711577,,2023-07-02T15:37:50.638Z,TextContent,"Hope your check-in went smoothly in Johannesburg!

Your Host, Vaso, is a great person to reach out to if you need anything during your stay—but if you ever need us, we're here 24/7.",
1416324149,20018942760,,2024-05-15T16:20:55.394Z,MsgkitButtonActionStackContent,,
1416324149,20302821402,,2024-06-03T16:02:38.272Z,TextContent,"Hope your check-in went smoothly in Cape Town!

Your Host, SustainableStays, is a great person to reach out to if you need anything during your stay—but if you ever need us, we're here 24/7.",
1416324149,17211339946,,2023-09-24T16:05:04.583Z,MsgkitButtonActionStackContent,,
1416324149,15581586418,,2023-05-21T16:37:10.676Z,TextContent,"Hope your check-in went smoothly in Johannesburg!

Your Host, Daniel And Tracy, is a great person to reach out to if you need anything during your stay—but if you ever need us, we're here 24/7.",
1416324149,20302821411,,2024-06-03T16:02:38.312Z,MsgkitButtonActionStackContent,,
1416324149,20018942753,,2024-05-15T16:20:55.351Z,TextContent,"Hope your check-in went smoothly in Cape Town!

Your Host, SustainableStays, is a great person to reach out to if you need anything during your stay—but if you ever need us, we're here 24/7.",
1416324149,15503460753,,2023-05-14T17:03:43.204Z,TextContent,"Hope your check-in went smoothly in Johannesburg!

Your Host, Gary, is a great person to reach out to if you need anything during your stay—but if you ever need us, we're here 24/7.",
1416324149,14720828747,,2023-02-28T16:43:46.794Z,TextContent,"Hope your check-in went smoothly in Sandton!

Your Host, Tayla, is a great person to reach out to if you need anything during your stay—but if you ever need us, we're here 24/7.",
1417291474,14731854144,20218142,2023-03-01T19:30:48.139Z,TextAndReferenceContent,My daughter is at St Mary's and I come up from CPT to visit her.,3660735532
1417291474,14732175301,12311009,2023-03-01T20:06:28.771Z,TextContent,"Hi Johan 
Thanks for the booking.
At some point pls WhatsApp me on 0836529243 and I’ll send you what you need to know
Regards
Daniel",
1417291474,15636450184,,2023-05-26T14:16:09.581Z,TextAndReferenceContent,,3823930930
1417291474,14731854060,,2023-03-01T19:30:47.511Z,EventDescriptionContent,,
1417291474,14731854180,,2023-03-01T19:30:48.410Z,TextAndReferenceContent,,3660735538
1417291474,15570378791,12311009,2023-05-20T15:43:44.964Z,TextContent,"Hi Johan 
A reminder to please send me a WhatsApp so that I can send you check in details for tomorrow 
The number is above 
Regards
Daniel",
1417291474,14731854081,,2023-03-01T19:30:47.641Z,TextAndReferenceContent,,3660735524
1417291474,14732170175,,2023-03-01T20:05:56.574Z,TextAndReferenceContent,,3660801230
1417304052,14731994894,20218142,2023-03-01T19:46:41.654Z,TextAndReferenceContent,"Hi, I visit JNB from CPT to see my daughter (16) who is at St Mary's. Thanks.",3660764926
1417304052,15580077999,70191882,2023-05-21T14:12:53.826Z,TextContent,"Hi Johan

It was a pleasure hosting you. I have left you a 5 star review online.

I wrote the following
""Johan T spent a few nights in our apartment and was a wonderful guest. The communication with us was great - always polite, friendly and quick. The apartment was looked after and kept clean and tidy as it was found. It was a pleasure to host Johan T and I would definitely recommend Johan T as a guest to anyone.""

When rating us after your stay, please consider that Airbnb’s ratings are totally different than the classic hotel star rating system. You should know that Airbnb can close down a listing that drops below an average of 4.3 stars. There system is rather confusing. To give you a better understanding, we designed the following (cheeky) guide to the rating system:
***** (5 stars) = perfection does not exist, but considering what I paid and where I stayed, I was happy here.
**** (4 stars) = several issues need to be improved.
*** (3 stars) = major problems
** (2 stars) = close the place down
* (1 stars) = put the hosts in jail
We always strive to give our guests a 5 star experience. Please let us know of any problem you may have had during your stay and we will do everything within our power to solve it for future.

We hope to hear from you again soon.

The Starhost Team",
1417304052,15566727931,70191882,2023-05-20T08:04:54.214Z,TextContent,"Hey Johan,

I hope that you’ve enjoyed your stay.

Tomorrow will be your check out day by 10:00 am latest.

For check out just:
Please turn off all lights and aircon. Please lock the balcony door. 

Please lock front door and give the keys back to reception at the front.

Please take note:
Any last-minute extension requests are subject to availability of the apartment.
In addition, should you send an extension request between 18h00 – 21h00 the day before checking out, an additional R200 late fee will be billed before the extension can be accepted.
Furthermore, we are unable to accept extension requests sent after 21h00. You would be required to make a new booking or pay for the cleaning tomorrow.
We therefore urge you to request any extensions as soon as possible to avoid disappointment.

Feel free to reach out if you have any questions

Best,

The Starhost Team",
1417304052,15504679803,70191882,2023-05-14T19:06:31.970Z,TextContent,"Hey Johan,

I hope you have arrived safely and check in went smoothly.
Hopefully you are making yourself at home and settling in alright and that you are enjoying your stay so far.

Please also just remember that check out is at 10am latest on your check out date.

Excited to be hosting you.
Always here to help,

The Starhost Team",
1417304052,14731985487,,2023-03-01T19:45:36.976Z,TextAndReferenceContent,,3660762987
1417304052,15480783593,20218142,2023-05-12T13:11:54.923Z,TextContent,"Sounds good, thanks...",
1417304052,14732005707,70191882,2023-03-01T19:47:56.381Z,TextContent,"Hi Johan

Thank you so much for booking with us!

We will be in contact two days before your arrival day with all of the details you'll need for a smooth check in and a wonderful stay.

If you would like to get in touch, and have any questions before or during your stay, we request that you use this message platform to message us. This will result in an immediate response during our working hours of 8am – 10pm daily. Please note that the number provided on the channel for us will not work as this is my private number and set to do not disturb. Hence, I am unable to assist and be contactable by phone. However, I have a dedicate online guest communication centre who will respond to you during the hours mentioned. Shout if you would prefer us to use whatsapp message for communication.
If you have a critical issue – please message here with the issue and request for urgent assistance. If the online team cannot assist via a reply message immediately, they will send you my number for urgent assistance as well as warn me to expect the call so I can make myself available.

Looking forward to hosting you. 

Thanks",
1417304052,14731985176,,2023-03-01T19:45:35.013Z,EventDescriptionContent,,
1417304052,15501637681,20218142,2023-05-14T13:50:17.074Z,TextContent,"Checked in... Everything is 💯, thanks. ",
1417304052,15578420144,,2023-05-21T11:13:25.779Z,TextAndReferenceContent,,3813643412
1417304052,15480735027,70191882,2023-05-12T13:07:04.122Z,TextContent,"Hi Johan,

Your check in date is getting close and we are excited for your arrival!
Reminding you that the address is 7 Hood Avenue The Apex on Smuts, Johannesburg, Gauteng 2196, South Africa
Check in is on May 14th, 2023 from 3pm - 10pm
Check out is on May 21st, 2023 by 10:00 am.

We have exclusively partnered with MU Africa tours. A registered tour and transport service company. They are here for our guests. Offering them private/personal transfers, tours and more. If you would like airport transfer please let us know so we can put you in direct contact with them.

Just a friendly reminder that we are not serviced apartments. We offer a complimentary clean once a week if your stay is for more than 7 nights. Cleaning equipment and appliances such as broom, mop and washing machine are provided. The apartment is self catering; but to help get you started we provide you with a small quantity of tea, coffee and sugar; as well as some hand soap and shower gel, sunlight liquid and a lined kitchen bin. An unused roll toilet paper per bathroom. We will replenish these once a week if your stay is for longer than 7 nights.

As promised here are the instructions for smooth check in:
Unit 701 
The Apex on Smuts
Corner Hood Ave &, Jan Smuts Ave, Rosebank, Johannesburg, 2196

There are two entrances 
Pedestrian entrance on the left side and parking entrance on the right. 
If you are coming via uber/taxi/foot - go straight into the pedestrian entrance. There is a reception there. Please ask them for the keys for unit 701. They have been dropped off today.

If you are coming via car - go to the parking entrance. Security will ask you the reason for your visit. You will say you are a guest at 701. He will make you sign the entrance book. 
Then go up the small ramp. 
Turn immediately right and on the right side two parking's are ours. On the wall it says 701 but on the parking ground it says 50 and 52. Security are very helpful at pointing this out as well :) 

Once you have parked you can go to reception and ask for the keys. 

Once you have the keys go into the lift. 7th floor. Turn left out the lift. We are the corner unit. 
Keys for front door only. 

WIFI:
Network: Apex_FL7_U701
Password: test1234

We have Netflix. 
Balcony door keys are kept in the balcony door.

Please let us know if you have any questions. Please also remember the communication methods we mentioned in your booking confirmation message - this will ensure swift response, :)

We regret to let you know that should you misplace the key after hours we will not be able to assist in a spare key to open. All lost keys are charged at R550 per key. 

We look forward to hosting you soon!

All the best,

The Starhost Team",
1485076150,16199702229,220668050,2023-07-10T11:50:15.159Z,FinishAssetUploadContent,,
1485076150,16199702778,220668050,2023-07-10T11:50:18.776Z,TextContent,Please be aware! So sorry !,
1485076150,16200031372,220668050,2023-07-10T12:19:33.706Z,TextContent,Not too sure! Security sent me this message niece. When you get back to the vantage please ask reception . I’ll look it up as well,
1485076150,16199700748,220668050,2023-07-10T11:50:06.455Z,StartAssetUploadContent,,
1485076150,16090402283,20218142,2023-07-02T12:29:21.124Z,TextContent,"Hi Vaso, I've checked in and all is well, thanks. Will collect my daughter later. Thanks Johan.",
1485076150,16134040477,220668050,2023-07-05T16:40:00.398Z,FinishAssetUploadContent,,
1485076150,16202598376,220668050,2023-07-10T15:34:46.864Z,FinishAssetUploadContent,,
1485076150,15542769554,,2023-05-18T08:25:44.539Z,TextAndReferenceContent,,3808043261
1485076150,16202596093,220668050,2023-07-10T15:34:35.864Z,StartAssetUploadContent,,
1485076150,16252967432,220668050,2023-07-14T07:08:35.956Z,TextContent,Thank you go well!,
1485076150,15543499455,220668050,2023-05-18T10:07:29.819Z,TextContent,"Looking forward to hosting you!
I am not sure of your arrival time so I will leave your keys and a car tag for parking in a key safe outside unit 503
The code to open it is 125.
Parking is on level-1 bay 503
Wi fi and Netflix  information will be left in a note on the dining room table.
Reception will be notified of your arrival.
The Address:The Vantage 23 Tyrwhitt Avenue Rosebank (opposite the hotel 54 on Bath)
Enjoy your stay.
If you have any queries please contact me.
Regards 
Vaso",
1485076150,16200442584,20218142,2023-07-10T12:55:13.595Z,TextContent,👍🏻 ,
1485076150,16199710854,220668050,2023-07-10T11:51:05.133Z,TextContent,Water repairs!,
1485076150,16134038712,220668050,2023-07-05T16:39:52.056Z,StartAssetUploadContent,,
1485076150,15542769323,,2023-05-18T08:25:42.617Z,EventDescriptionContent,,
1485076150,16090412292,220668050,2023-07-02T12:30:24.799Z,TextContent,Welcome !,
1485076150,16134053774,20218142,2023-07-05T16:41:01.472Z,TextContent,Thanks. 👍🏻,
1485076150,16252375654,20218142,2023-07-14T05:38:24.331Z,TextContent,"Morning Vaso, I'm departing for Cape Town this morning. I leave the key in the lock box, code 125. Many thanks Johan. ",
1485076150,16257176314,,2023-07-14T13:52:55.682Z,TextAndReferenceContent,,3925841593
1485076150,15545173061,20218142,2023-05-18T13:17:08.351Z,TextContent,"Sounds great, thank you. Johan",
1545513004,17200445747,345927510,2023-09-23T15:55:59.577Z,TextContent,You are welcome!,
1545513004,17343381950,20218142,2023-10-05T17:22:31.779Z,TextContent,Perfect... Should be put hy 09h00...cheers Johan ,
1545513004,16330549918,138688227,2023-07-19T16:50:56.860Z,TextContent,"Dear Johan,

Kindly note that Eskom, our electricity provider, is currently implementing load shedding. 
The property is equipped with a generator, but the frequency of the load shedding has put a strain on the generator and at times wont be able to handle the load. 

Should the building's generator fail we will inform you. 

We apologise for any inconvenience that may be caused. 

Yours Sincerely, 
Poonam & Team",
1545513004,16330483204,,2023-07-19T16:45:59.732Z,TextAndReferenceContent,,3937404608
